seq,timestamp_ms,red,ir,red_corrected,ir_corrected,time_sec,red_roll_mean,red_roll_std,ir_roll_mean,ir_roll_std,red_diff,ir_diff,red_diff2,ir_diff2,signal_energy
1433,163766,41103,100493,97.196666296523,-25.591971418563197,28.673,89.44743161501347,16.687728735309957,-81.95130976470749,23.29365350351405,-13.834665755630255,22.1844609989179,-33.6860888602304,24.81664033735568,10102.140940246209
1434,163786,41094,100460,87.80423219229606,-58.39894478003465,28.693,89.55085522510927,16.660636570151816,-81.47834284372252,23.53054470957497,-9.39243410422695,-32.80697336147145,4.442231651403304,-54.99143436038935,11120.019942300174
1435,163806,41106,100480,99.3541059231574,-38.30734203836981,28.713,88.93471942577317,15.668251332107204,-80.7070871096509,24.30394193486747,11.54987373086135,20.091602741664836,20.9423078350883,52.898576103136286,11338.690817834637
1436,163822,41106,100470,99.10014810799062,-48.15987099783714,28.729,89.49118987826289,15.52171328441289,-80.1587942509434,24.727636691654798,-0.2539578151667854,-9.852528959467328,-11.803831546028135,-29.944131701132164,12140.212529553992
1437,163845,41106,100459,98.42706283435456,-58.42053644448534,28.752,89.80413978787706,15.541361960102112,-79.98258346700115,24.852716450454498,-0.6730852736360617,-10.260665446648204,-0.41912745846927635,-0.4081364871808759,13100.845776659422
1438,163868,41106,100444,98.13332233764676,-73.01319578659829,28.775,89.6791249882047,15.44653871341837,-79.90431191139704,24.868694484185706,-0.2937404967077981,-14.592659342112945,0.3793447769282636,-4.331993895464741,14961.075711996615
1439,163889,41145,100433,136.61497755309668,-83.98030188820087,28.796,90.80919902878988,16.744636362552566,-80.38973068721224,24.702781165962314,38.48165521544992,-10.967106101602582,38.77539571215772,3.6255532405103637,25716.34319706646
1440,163903,41096,100439,87.32306005212713,-77.65334556385034,28.81,90.59970722528578,16.720926564024296,-80.59120187136209,24.6371654160776,-49.29191750096955,6.326956324350533,-87.77357271641947,17.294062425953115,13655.358894126155
1441,163923,41108,100423,99.0864369953362,-93.15588956889346,28.83,90.66825127058401,16.749091185897825,-81.3472623880865,24.42599082313652,11.763376943209067,-15.50254400504312,61.055294444178614,-21.829500329393653,18496.1417578026
1442,163943,41100,100414,90.8923797121066,-101.61572895276672,28.85,90.88192261737063,16.680942518152758,-82.42806169362386,24.094504670948396,-8.194057283229597,-8.459839383873259,-19.957434226438664,7.042704621169861,18587.181060331917
1443,163961,41099,100419,88.86743879627589,-95.92409943462198,28.868,91.03555046602223,16.62510173321442,-83.14409680428133,23.94963903528008,-2.0249409158307117,5.691629518144737,6.169116367398885,14.151468902017996,17098.854530553086
1444,163985,41103,100421,92.00163478170852,-93.26883353026402,28.892,90.87938941624297,16.577606547235085,-83.72822154258081,23.83061906451517,3.1341959854326262,2.655265904357961,5.159136901263338,-3.0363636137867758,17163.37611060298
1445,164010,41100,100406,88.71201543509052,-108.26931496645936,28.917,90.76549674791693,16.572439794742607,-84.38018140753893,24.050593311572012,-3.2896193466179966,-15.000481436195344,-6.423815332050623,-17.655747340553305,19592.066245862123
1446,164022,41131,100407,118.89373697294334,-106.75393903968452,28.929,91.27977244973872,17.041238461304314,-85.02795832321604,24.21098721173133,30.181721537852823,1.515375926774837,33.47134088447082,16.51585736297018,25532.124191880117
1447,164042,41101,100409,88.70162134459918,-104.09868057444572,28.949,91.45232470989134,16.96898467619283,-85.50856860569912,24.348644007897864,-30.19211562834417,2.655258465238802,-60.37383716619699,1.139882538463965,18704.512926501135
1448,164061,41103,100415,90.19229332570916,-97.57529870896066,28.968,91.60439566523904,16.921935993744267,-85.52751935653218,24.357841783754594,1.4906719811099833,6.523381865485064,31.682787609454152,3.8681234002462617,17655.58869349366
1449,164081,41092,100406,78.69448067520597,-106.0202588883595,28.988,91.85367389962803,16.62980592637904,-85.71062001416364,24.478916730504416,-11.497812650503192,-8.444960179398848,-12.988484631613176,-14.968342044883912,17433.11658349514
1450,164101,41109,100411,95.1137352600094,-100.49284058330468,29.008,92.27643152764065,16.43356890597394,-85.55308757867596,24.355153222400617,16.41925458480344,5.527418305054823,27.917067235306632,13.972378484453671,19145.433643612647
1451,164119,41119,100405,104.50900530310642,-106.22190825631088,29.026,92.83936354303856,16.359221418575558,-85.8157994275292,24.508432818043737,9.395270043097014,-5.729067673006199,-7.023984541706426,-11.256485978061022,22205.22598305685
1452,164146,41096,100422,81.24530320758693,-88.67646017791132,29.053,92.86685405146049,16.338125175216785,-85.3767362944296,24.250108228073817,-23.26370209551949,17.54544807839956,-32.658972138616505,23.274515751405758,14464.313882977427
1453,164171,41107,100419,91.64728627523571,-90.81682971749824,29.078,93.17076850992012,16.166979293742017,-85.03269840100664,24.043471086541643,10.401983067648786,-2.1403695395869136,33.66568516316828,-19.685817617986473,16646.92164155208
1454,164184,41118,100453,102.275627282487,-56.63590709591123,29.091,93.6362650781646,16.08552766680448,-84.13639949461219,24.25333597137353,10.62834100725128,34.18092262158701,0.22635793960249373,36.32129216117392,13667.929908602884
1455,164213,41111,100428,94.88195952892148,-81.35017388740701,29.12,93.82356227541563,16.04352670739425,-83.32779317073218,23.63885778385992,-7.393667753565509,-24.71426679149578,-18.02200876081679,-58.89518941308279,15620.437035559251
1456,164233,41108,100427,91.38629095446936,-81.96036582984196,29.14,94.09595199997679,15.880133739563556,-82.52098581025679,22.96022164223518,-3.495668574452125,-0.6101919424349518,3.897999179113384,24.10407484906083,15068.955741376454
1457,164253,41117,100422,99.84800500040224,-86.54757656125771,29.16,95.94294719721202,9.814719733470577,-81.87789349772136,22.368834217007638,8.46171404593288,-4.587210731415752,11.957382620385005,-3.9770187889808,17460.107111187117
1458,164269,41117,100423,99.239299761023,-85.08897841363174,29.176,96.23726400643162,9.685079589470112,-81.31733421106942,21.91662960079538,-0.6087052393792334,1.4585981476259775,-9.070419285312113,6.045808879041729,17088.572864533668
1459,164281,41112,100448,93.64663737173112,-59.874191093881166,29.188,96.42311971741137,9.540468381553788,-80.54066468230424,21.975783478752327,-5.592662389291888,25.21478731975057,-4.983957149912655,23.756189172124593,12354.611450179105
1460,164304,41117,100444,98.1662289790333,-63.60632410411543,29.211,96.07202432313636,9.129983356253344,-79.64935199032652,21.734661249343024,4.519591607302189,-3.7321330102342642,10.112253996594077,-28.946920329984835,13682.372978001775
1461,164327,41128,100428,108.53313545264776,-79.2092784724083,29.234,96.40071382309341,9.278638005887158,-79.12304496736071,21.411513782138258,10.36690647361445,-15.60295436829287,5.84731486631226,-11.870821358058606,18053.55128730231
1462,164348,41133,100452,112.99115050385264,-54.91899843145474,29.255,96.870762484378,9.51366648244941,-78.30292667461104,21.539757543211483,4.458015051204882,24.29028004095356,-5.908891422409567,39.89323440924643,15783.096480898406
1463,164364,41137,100434,116.4682237816925,-72.54669407715761,29.271,97.1973187393005,9.900546867285767,-77.54511272784032,21.047028432759774,3.477073277839864,-17.62769564570287,-0.9809417733650179,-41.91797568665643,18827.869972387096
1464,164384,41122,100436,100.9430297265391,-70.19698366051794,29.291,97.24790557059664,9.913342308086763,-77.10966790513864,20.96759028167348,-15.525194055153406,2.3497104166396667,-19.00226733299327,19.97740606234254,15117.111765407979
1465,164404,41108,100439,86.49046164165716,-66.86399536061404,29.311,97.04760253027126,10.029150336720317,-76.4561397247273,20.762423466390608,-14.452568084881932,3.332988299903903,1.0726259702714742,0.9832778832642362,11951.393830571185
1466,164420,41122,100457,99.77711603079138,-48.67045290237764,29.327,97.03444072996973,10.025044854163593,-75.53211395027958,20.953326168642064,13.286654389134213,18.1935424582364,27.739222474016145,14.860554158332498,12324.285869144565
1467,164444,41135,100457,112.73205366362814,-48.36582180858032,29.351,97.46136911430489,10.23197004510765,-74.51506051252805,21.01422985204075,12.95493763283676,0.3046310937973189,-0.33171675629745323,-17.888911364439082,15047.768642438477
1468,164467,41128,100449,104.96710172378012,-56.11154380397871,29.374,97.78511394078652,10.207734394540235,-73.63962189793403,20.846919371271643,-7.764951939848018,-7.745721995398391,-20.719889572684778,-8.05035308919571,14166.597792356224
1469,164480,41126,100447,102.49725509737036,-57.91340097640262,29.387,97.8871552141541,10.229235658446212,-72.8802818689133,20.711300355450383,-2.469846626409762,-1.801857172423908,5.295105313438256,5.943864822974483,13859.649315149005
1470,164500,41113,100421,88.68718461201618,-83.29737886729556,29.407,97.80465088245356,10.28747190156988,-72.79818345490283,20.660634985706555,-13.810070485354174,-25.383977890892943,-11.340223858944412,-23.582120718469035,14803.870040567617
1471,164537,41109,100447,84.19140213550635,-56.980951139485256,29.444,97.55608074561735,10.465296782526904,-72.70642357441652,20.721623387253636,-4.495782476509831,26.316427727810307,9.314288008844343,51.70040561870325,10335.020986302949
1472,164557,41134,100451,108.838750634436,-52.8439684543408,29.464,97.65667115604596,10.550452395608163,-72.02126014444352,20.80213202447057,24.647348498929645,4.136982685144453,29.143130975439476,-22.179445042665854,14638.358641668308
1473,164573,41127,100452,101.40551328939809,-51.55382297425157,29.48,97.7199177110824,10.563510600109403,-71.52941786550755,20.99247373676445,-7.4332373450379094,1.2901454800892367,-32.080585843967555,-2.846837205055216,12940.874788746762
1474,164585,41130,100454,103.96288551289705,-49.3875596203896,29.492,97.93060284053385,10.581211815811805,-71.33407235482808,21.15479263578656,2.557372223498959,2.1662633538619644,9.990609568536868,0.8761178737727278,13247.412609425277
1475,164612,41133,100453,106.49503786655627,-50.21387412502303,29.519,98.24418668949316,10.59837604395815,-70.98350103941453,21.359773014768205,2.532152353659228,-0.8263145046334301,-0.02521986983973079,-2.9925778584953946,13862.626244842912
1476,164637,41141,100455,113.33796588867646,-47.82269431081578,29.544,98.5089604048946,10.808942543525697,-70.73374734770162,21.559194186975155,6.842928022120191,2.3911798142072556,4.310775668460963,3.2174943188406857,15132.504602928522
1477,164654,41114,100468,85.97332527583696,-34.66298908759266,29.561,98.47952042759479,10.841646338987946,-70.32891131179765,22.047024406327264,-27.36464061283951,13.159705223223114,-34.2075686349597,10.768525409015858,8592.935471471434
1478,164674,41126,100459,97.65766231092456,-43.47703305273036,29.581,98.36468078351247,10.818853436346584,-70.19852724075454,22.188546723106207,11.684337035087609,-8.8140439651377,39.04897764792712,-21.973749188360813,11427.271411102785
1479,164694,41132,100456,103.31454313772711,-46.2771296313115,29.601,98.40899764957815,10.834807827330746,-69.77600644532636,22.44255329680096,5.656880826802549,-2.8000965785811402,-6.027456208285059,6.013947386556559,12815.467550670486
1480,164715,41133,100471,103.95430105821468,-31.284020833841133,29.622,98.74768665208057,10.735752007392723,-69.33996770781121,22.978832524823723,0.6397579204875683,14.99310879747037,-5.017122906314981,17.79320537605151,11785.18666803414
1481,164727,41135,100455,104.97568820676504,-46.949118117301744,29.634,99.02360223726483,10.714545197353331,-69.37606500857639,22.94143513393502,1.0213871485503603,-15.66509728346061,0.381629228062792,-30.65820608093098,13224.1148064763
1482,164751,41134,100454,103.41311418288608,-47.739156004281774,29.658,98.87123787987946,10.593792902954299,-69.37531948031238,22.942151977075422,-1.562574023878966,-0.7900378869800306,-2.5839611724293263,14.87505939648058,12973.299201003787
1483,164763,41133,100452,102.15603403712402,-49.57017172108032,29.67,98.97042523469149,10.60100856262992,-69.85488348636274,22.24838345794481,-1.2570801457620604,-1.8310157167985466,0.30549387811690565,-1.040977829818516,12893.057214651431
1484,164794,41127,100445,95.88986035263466,-56.04174566127513,29.701,99.13213779789827,10.488269647738798,-69.80773950398753,22.275634568149847,-6.26617368448936,-6.4715739401948085,-5.009093538727299,-4.640558223396262,12335.542575210824
1485,164817,41127,100437,95.41459664244498,-63.8588868418773,29.724,99.05334761228401,10.50135720840423,-70.31877040005769,21.826798289025525,-0.4752637101896795,-7.817141180602171,5.79090997429968,-1.3455672404073624,13181.90268112416
1486,164837,41126,100435,93.95573230183892,-65.67929489577503,29.744,98.95045929616099,10.526061775900711,-70.66915887801645,21.603295459070726,-1.4588643406060555,-1.8204080538977294,-0.983600630416376,5.9967331267044415,13141.449410381
1487,164841,41130,100416,97.43571243224908,-84.2724075672146,29.748,98.93063228811887,10.528001251945106,-71.18619630047104,21.61352071088527,3.479980130410155,-18.59311267143957,4.9388444710162105,-16.77270461754184,16595.556734354665
1488,164861,41145,100402,111.68238333218208,-97.72514482197928,29.768,99.20161350800957,10.680328683070881,-71.68043528117866,21.93628707977826,14.246670899933008,-13.452737254764685,10.766690769522853,5.140375416674885,22023.15867723329
1489,164888,41117,100403,83.37232972946333,-96.1270045839432,29.795,98.13676055153692,9.458299932419788,-71.92336933509351,22.141581085753405,-28.310053602718753,1.5981402380360805,-42.55672450265176,15.050877492800765,16191.346374799792
1490,164900,41132,100415,97.46951058369513,-83.98415736212296,29.807,98.33968956216826,9.329525807480573,-72.04998557105895,22.19305803971923,14.097180854231794,12.142847221820247,42.40723445695055,10.544706983784167,16553.644181250886
1491,164923,41113,100407,78.41185338737817,-91.07906679040418,29.83,97.92619789000909,9.744673890694251,-72.00844911548917,22.154660410439345,-19.057657196316953,-7.094909428281227,-33.15483805054875,-19.237756650101474,14443.815159054597
1492,164942,41134,100404,98.60108373808067,-93.73784877426378,29.849,98.08037197052859,9.6919566725175,-71.85089151191912,21.967022820135938,20.189230350702502,-2.6587819838595976,39.246887547019455,4.436127444421629,18508.958007150744
1493,164969,41127,100414,90.80776861513472,-83.28093296535314,29.876,98.11917856690576,9.658140805634226,-71.59802818253374,21.756014416946314,-7.793315122945955,10.456915808910637,-27.982545473648457,13.115697792770234,15181.76463643949
1494,164989,41128,100401,91.12213000322416,-95.71439008270464,29.896,98.10158847133609,9.670303145446717,-71.64693931358255,21.80841416637362,0.3143613880894378,-12.433457117351495,8.107676511035393,-22.89037292626213,17464.487045228634
1495,165018,41132,100400,95.2496975463422,-96.13297150291189,29.925,98.23234211356112,9.584572805799947,-71.4042124443116,21.457200423841044,4.127567543118047,-0.4185814202072464,3.8132061550286096,12.014875697144248,18314.053092649337
1496,165030,41126,100404,89.21718883526881,-91.75433030140115,29.937,97.63881115080761,9.18972758198395,-71.10422026954593,21.053956636533734,-6.03250871107339,4.378641201510732,-10.160076254191438,4.797222621717978,16378.563912726637
1497,165042,41063,100407,25.91213055273109,-88.81388007284241,29.949,96.38302133497027,13.645733805494977,-70.79852425951385,20.67262339799367,-63.30505828253773,2.9404502285587455,-57.27254957146434,-1.4381909729519862,8559.343803375014
1498,165066,41135,100401,97.87345540108733,-94.23033176459788,29.973,96.53664457647783,13.617825037491826,-70.73162492062661,20.589446834492904,71.96132484835624,-5.416451691755469,135.26638313089398,-8.356901920314215,18458.568696614813
1499,165099,41126,100411,88.0730677002916,-83.54330776015111,30.006,96.72421631697955,13.430351661482154,-70.28208589806245,20.04132872178705,-9.800387700795724,10.68702400444677,-81.76171254915197,16.10347569620224,14736.349525647473
1500,165110,41151,100409,112.57161829945056,-85.14902169717148,30.017,97.07337397776837,13.613314227486132,-69.97520952033979,19.683576193056062,24.49855059915896,-1.6057139370203686,34.298938299954685,-12.292737941467138,19922.72514254257
1501,165130,41143,100400,104.13356550041324,-93.76601144293753,30.037,97.06586518171449,13.609232131007508,-69.72609158407231,19.29036532022532,-8.438052799037322,-8.616989745766048,-32.93660339819628,-7.01127580874568,19635.864365745947
1502,165150,41141,100406,101.70820072234778,-87.41531779311444,30.057,97.47512313200973,13.430269843344462,-69.70086873637636,19.26589031912006,-2.4253647780654575,6.350693649823086,6.012688020971865,14.967683395589134,17985.995879048576
1503,165170,41133,100422,92.72950024354704,-70.92621638223717,30.077,97.49676741137593,13.42155522301392,-69.30305646967115,19.02482636802943,-8.978700478800747,16.489101410877268,-6.553335700735289,10.138407761054182,13629.288385717919
1504,165182,41120,100412,79.18758838002651,-80.47325014572603,30.089,97.03500663332674,13.649023640003435,-69.77980333066745,18.99957522263068,-13.541911863520525,-9.547033763488855,-4.563211384719779,-26.036135174366123,12746.618142461104
1505,165206,41134,100424,92.6258115869114,-68.16802295274205,30.113,96.98988367448653,13.660011694347698,-69.51616031197415,18.927066275726155,13.438223206884885,12.305227192983978,26.98013507040541,21.852260956472833,13226.420325419576
1506,165230,41144,100409,102.0810615070878,-83.15565195895061,30.137,97.2037790855389,13.654207943015265,-69.54006603455632,18.94385203146887,9.4552499201764,-14.987629006208564,-3.9829732867084857,-27.292856199192542,17335.405571131967
1507,165252,41128,100430,85.6109865111508,-61.81240107720164,30.159,96.91903871575387,13.74607876411888,-69.0453625248752,18.813169384916215,-16.470074995936997,21.343250881748972,-25.925324916113397,36.330879887957536,11150.013938341282
1508,165272,41149,100439,105.99667046578936,-52.48177927058835,30.179,97.0541861298492,13.802459063494675,-68.39321854201432,18.81083158643538,20.385683954638566,9.330621806613294,36.85575895057556,-12.012629075135678,13989.6313052399
1509,165292,41143,100446,99.41510692567684,-45.18743193727433,30.199,97.16955552092811,13.797502722445158,-68.0994833588822,19.059596409351414,-6.581563540112526,7.294347333314015,-26.967247494751092,-2.0362744732992795,11925.26749012956
1510,165316,41142,100439,98.43316816741134,-51.90425338637678,30.223,97.17489430469567,13.797947881453352,-67.86544194452742,19.187315523900892,-0.9819387582654997,-6.716821449102447,5.599624781847027,-14.011168782416462,12383.140115071086
1511,165328,41142,100433,98.32850529110078,-57.57857752602832,30.235,96.97080170146474,13.701648499079532,-67.43282792559982,19.17017239955126,-0.10466287631055593,-5.674324139651539,0.8772758819549438,1.0424973094509085,12983.787542702888
1512,165352,41134,100442,89.33589702500832,-48.33159641030611,30.259,96.49769663188785,13.544689584701034,-67.30107988517685,19.28024960730639,-8.99260826609246,9.246981115722207,-8.887945389781905,14.921305255373746,10316.845708831604
1513,165365,41141,100408,96.14605878485378,-82.06940276282758,30.272,96.09125333195107,13.234551308154657,-67.49153405889025,19.37990041982539,6.810161759845457,-33.73780635252147,15.802770025937917,-42.984787468243674,15979.45148970777
1514,165395,41143,100445,97.30191068965284,-44.5303201084042,30.302,96.01843095121335,13.217316154582038,-66.97820078784797,19.644892782837648,1.1558519047990643,37.53908265442338,-5.654309855046392,71.27688900694486,11450.611232814124
1515,165419,41143,100446,96.76612105317548,-43.50560643749235,30.326,96.22394413944372,13.145838115336057,-66.51103300938554,19.923427992684836,-0.5357896364773609,1.0247136709118507,-1.6916415412764252,-36.51436898351153,11256.419975171786
1516,165439,41151,100448,104.28516090012698,-41.50169893431681,30.346,96.31410503683043,13.186102504561125,-66.36765793002432,20.0796164477048,7.5190398469515,2.003907503175533,8.054829483428861,0.9791938322636824,12597.785798400047
1517,165452,41151,100461,103.82171602752304,-28.3575271645885,30.359,96.13589828410834,13.01883954131158,-65.96749203714448,20.637323102805997,-0.46344487260394374,13.144171769728313,-7.982484719555444,11.14026426655278,11583.098065790009
1518,165472,41148,100462,100.479658104565,-26.96597054922769,30.379,96.04614941172402,12.972100611366002,-65.38458057204946,21.3216598750897,-3.342057922958034,1.391556615360809,-2.8786130503540903,-11.752615154367504,10823.325260472091
1519,165485,41145,100475,96.32833928832876,-13.696528337320563,30.392,95.92277109554317,12.938785290912703,-64.50024311926782,22.521091880212413,-4.151318816236241,13.269442211907128,-0.809260893278207,11.877885596546319,9466.743838542408
1520,165509,41140,100483,90.88233805187436,-6.201715685251764,30.416,95.96667416434035,12.917439528734587,-62.95832985562695,23.810172134815122,-5.446001236454407,7.494812652068799,-1.294682420218166,-5.774629559838329,8298.060647215867
1521,165521,41151,100457,101.54723633556608,-32.26712915236848,30.428,96.31379084834155,12.827436394367384,-62.46405341588462,24.190272898264958,10.664898283691727,-26.06541346711672,16.110899520146134,-33.56022611918552,11353.008831126941
1522,165542,41155,100484,105.26582389294616,-4.973219632607654,30.449,96.24233231351177,12.766043975154952,-61.50663843944995,25.491140359399633,3.7185875573800757,27.29390951976083,-6.946310726311651,53.35932298687755,11105.626593374907
1523,165562,41140,100470,89.80895676978152,-18.82406804380473,30.469,96.01040118311943,12.775664318873687,-60.85204334084102,26.163314457635487,-15.456867123164642,-13.850848411197076,-19.175454680544718,-41.14475793095791,8419.994253794275
1524,165595,41155,100468,104.10619373436404,-20.58736782153887,30.502,96.01326734754875,12.777500777563434,-60.276039504863995,26.731718083767824,14.297236964582524,-1.7632997777341402,29.754104087747166,12.087548633462935,11261.939287676272
1525,165615,41162,100498,110.3645528873856,9.457783200777596,30.522,96.09065764796534,12.853772733242,-59.08260635834799,28.46587558099523,6.2583591530215585,30.045151022316468,-8.038877811560965,31.808450800050608,12269.784197105444
1526,165632,41162,100497,109.77949825583518,8.422520714021891,30.539,96.01948829530853,12.765878997381584,-57.957702057851236,29.990435085586846,-0.5850546315504204,-1.0352624867557054,-6.843413784571979,-31.080413509072173,12122.477092481047
1527,165644,41160,100485,107.4679830126854,-3.5839543165636543,30.551,96.4493814500455,12.782575748762053,-57.336121362430646,30.794389330452073,-2.3115152431497847,-12.006475030585545,-1.7264606115993644,-10.97121254382984,11562.212101358053
1528,165669,41159,100495,106.615633744909,6.118253725528447,30.576,96.62854087872518,12.862384434663769,-56.34421562686548,32.024103115466815,-0.8523492677763898,9.702208042092101,1.459165975373395,21.708683072677644,11404.326387478523
1529,165681,41154,100496,100.57003318744198,7.541294568564488,30.588,96.57365067971946,12.839104666018487,-55.26784714286796,33.25034895442907,-6.045600557467026,1.4230408430360404,-5.193251289690636,-8.279167199056062,10171.202699093043
1530,165718,41165,100482,110.72296592626566,-6.603975825576897,30.625,96.70902397708049,12.953685668942503,-54.774246242702674,33.79242335340925,10.15293273882368,-14.145270394141384,16.198533296290705,-15.568311237177426,12303.18768021379
1531,165721,41162,100472,107.17594303320152,-16.54615026492964,30.628,96.75302907360921,12.986038407626808,-54.16618688565522,34.20709253688633,-3.5470228930641383,-9.942174439352744,-13.699955631887818,4.20309595478864,11760.457853645688
1532,165741,41172,100466,116.61955490544732,-22.627816671367064,30.648,97.01715788806045,13.255769938243745,-53.66396009899694,34.48657955302519,9.443611872245796,-6.081666406437424,12.990634765309935,3.8605080329153196,14112.138673657639
1533,165778,41166,100462,110.00718747947008,-26.523606570901137,30.685,97.17418095690736,13.363945101125916,-53.20302879599335,34.69579198655253,-6.61236742597724,-3.8957898995340727,-16.055979298223036,2.1858765069033517,12805.083002671228
1534,165799,41157,100456,100.853398214818,-32.540762193451386,30.706,97.27345171415104,13.372642520202772,-52.73300912663688,34.815527300788695,-9.153789264652076,-6.0171556225502485,-2.541421838674836,-2.1213657230161758,11230.309135607411
1535,165814,41158,100469,100.71038379615342,-19.01432603792173,30.721,97.3793674572252,13.378590178776248,-51.83611791055777,35.09952899910594,-0.14301441866457765,13.526436155529655,9.010774845987498,19.543591778079904,10504.12599904491
1536,165826,41149,100444,90.8989661595824,-43.68218358884868,30.733,97.31823213438007,13.401518746043408,-51.39617568441924,35.06031115609756,-9.811417636571022,-24.66785755092695,-9.668403217906445,-38.194293706456605,10170.755211970787
1537,165842,41161,100457,102.72272203044042,-30.727048630590595,30.749,97.4239723263439,13.423304582895128,-50.325268505686765,34.85277185148145,11.823755870858022,12.955134958258085,21.635173507429045,37.62299250918504,11496.10913888981
1538,165872,41160,100441,101.5990843299176,-46.75147839825796,30.779,97.22230634629861,13.279696031520196,-49.30579517721233,34.17694860706198,-1.1236377005228206,-16.024429767667364,-12.947393571380843,-28.97956472592545,12508.07466910049
1539,165892,41134,100464,75.00426516189614,-23.397973118551857,30.799,97.05494505494725,13.508564947032731,-47.851214547904505,33.687739652414564,-26.59481916802146,23.353505279706102,-25.47118146749864,39.37793504737347,6173.104938532503
1540,165910,41159,100429,99.35680439572444,-58.09480456265867,30.817,97.09269093118786,13.512383189678278,-47.33342749191522,33.3179680486835,24.352539233828296,-34.69683144410682,50.947358401849755,-58.05033672381292,13246.780896903754
1541,165928,41154,100437,94.34284918447254,-50.12505973102156,30.835,97.41131084712976,13.248143866542934,-46.514347350727576,32.71859933781724,-5.013955211251897,7.969744831637115,-29.366494445080193,42.666576275743935,11413.09480528261
1542,165947,41150,100437,89.65443145503941,-49.824857372766886,30.854,97.23237780146891,13.292091592411875,-45.636087522697636,32.00674793725594,-4.688417729433127,0.3002023582546727,0.3255374818187704,-7.669542473382442,10520.433491742922
1543,165972,41154,100431,93.14045466053952,-55.29084325214027,30.879,97.27903152237702,13.273162003865954,-45.07628572843337,31.57678518869083,3.4860232055001035,-5.465985879373385,8.17444093493323,-5.766188237628057,11732.221641904762
1544,165979,41155,100461,93.70096520693048,-25.197792110420703,30.886,97.33060822645113,13.253745534433055,-43.66595376898769,30.834998622993012,0.5605105463909581,30.093051141719567,-2.9255126591091454,35.55903702109295,9414.799607950376
1545,165999,41163,100419,101.07274873808144,-67.03811512377513,30.906,97.44706925028594,13.260669198284527,-43.084056641404956,30.09020439532416,7.371783531150967,-41.84032301335442,6.811272984760009,-71.93337415507399,14709.809416819873
1546,166028,41167,100434,104.7724737581156,-51.844007303957525,30.935,97.75817494874288,13.24611095294404,-42.285850181456084,29.291527000455787,3.699725020034151,15.194107819817603,-3.6720585111168162,57.034430833172024,13665.072350727824
1547,166048,41166,100441,103.57012670294908,-44.58926212843969,30.955,99.31133487174722,8.2670019169226,-41.40135782256803,28.515307722623714,-1.2023470551665127,7.254745175517833,-4.902072075200664,-7.93936264429977,12714.973442423634
1548,166072,41170,100436,107.00074438854509,-49.485067734986536,30.979,99.49388065149638,8.335094342579529,-40.506452541975804,27.507853815940734,3.4306176855960047,-4.895805606546844,4.632964740762517,-12.150550782064677,13897.931228438969
1549,166085,41170,100469,106.47910921771448,-16.323278729139407,30.992,99.86200148184481,8.226139136617416,-39.16205196135557,26.999509972473884,-0.5216351708306064,33.161789005847126,-3.952252856426611,38.05759461239397,11604.250128267144
1550,166109,41146,100437,81.64946659877002,-47.89872934261311,31.016,99.24355844783122,8.411407908984827,-38.4170461142644,26.206978296217923,-24.82964261894446,-31.575450613473702,-24.308007448113855,-64.73723961932083,8960.923668500567
1551,166131,41151,100434,85.91558156514924,-50.68478745720624,31.038,98.87919876912594,8.58798670615895,-37.55542163454978,25.031958975336636,4.26611496637922,-2.786058114593132,29.095757585323682,28.78939249888057,9950.434835259983
1552,166151,41161,100425,95.03377419054266,-59.37236142947751,31.058,98.74571023848983,8.594985897509117,-36.99456250727704,24.192084641614198,9.11819262539342,-8.687573972271267,4.852077659014199,-5.901515857678135,12556.49553861156
1553,166162,41163,100452,96.31777609786256,-32.20610458303838,31.069,98.81747575557615,8.558630819066286,-36.22016027129307,23.698436295392252,1.2840019073199045,27.166256846439126,-7.834190718073515,35.85383081871039,10314.34716485159
1554,166182,41166,100475,98.8839531345017,-9.179907140308844,31.089,99.21140305066565,8.076383963705558,-34.794293411184725,23.119195474627027,2.5661770366391323,23.02619744272954,1.2821751293192278,-4.140059403709586,9862.306882611021
1555,166202,41158,100459,90.5447111698824,-25.077680806644103,31.109,99.16978104232507,8.116279725041492,-33.93248656826276,22.648076890731147,-8.33924196461929,-15.89777366633526,-10.905419001258423,-38.9239711090648,8827.234795477354
1556,166227,41166,100455,98.75485766612071,-29.14175243955026,31.134,99.10325696550574,8.105555120805803,-32.852208577874755,21.511987664765517,8.210146496238309,-4.064071632906156,16.5493884608576,11.833702033429104,10601.763647903794
1557,166251,41166,100459,98.08300693741944,-24.512959233460368,31.158,99.35269737403111,7.870365094403086,-32.106219740999926,21.130566125274488,-0.6718507287012727,4.628793206089892,-8.881997224939582,8.692864838996048,10221.16142026716
1558,166268,41168,100460,99.16233097895052,-23.327996186524384,31.175,99.21601058429432,7.81175120328168,-31.523144079318648,20.95838215014366,1.0793240415310805,1.1849630469359838,1.7511747702323532,-3.443830159153908,10377.363291257427
1559,166292,41161,100454,91.82931541384043,-29.487819577567425,31.199,99.06429475405758,7.881160858975725,-31.209151832124512,20.866893788095368,-7.333015565110088,-6.159823391043041,-8.412339606641169,-7.344786437979025,9302.15467281376
